,datetime,ghi,gti,power
18846,4/15/2018 7:30,,,1.98
18847,4/15/2018 7:45,,,4.31
18848,4/15/2018 8:00,,,5.34
18849,4/15/2018 8:15,,,6.34
18850,4/15/2018 8:30,,,7.28
18851,4/15/2018 8:45,,,8.24
18852,4/15/2018 9:00,,,9.18
18853,4/15/2018 9:15,,,9.96
18854,4/15/2018 9:30,,,10.76
18855,4/15/2018 9:45,,,11.59
18856,4/15/2018 10:00,,,12.22
18857,4/15/2018 10:15,,,12.84
18858,4/15/2018 10:30,,,13.29
18859,4/15/2018 10:45,,,13.81
18860,4/15/2018 11:00,,,13.97
18861,4/15/2018 11:15,,,14.51
18862,4/15/2018 11:30,,,14.61
18863,4/15/2018 11:45,,,14.86
18864,4/15/2018 12:00,,,14.76
18865,4/15/2018 12:15,,,14.73
18866,4/15/2018 12:30,,,14.72
18867,4/15/2018 12:45,,,14.69
18868,4/15/2018 13:00,,,14.49
18869,4/15/2018 13:15,,,14.55
18870,4/15/2018 13:30,,,14.15
18871,4/15/2018 13:45,,,13.96
18872,4/15/2018 14:00,,,13.57
18873,4/15/2018 14:15,,,13.1
18874,4/15/2018 14:30,,,12.61
18875,4/15/2018 14:45,,,11.77
18876,4/15/2018 15:00,,,11.23
18877,4/15/2018 15:15,,,10.67
18878,4/15/2018 15:30,,,9.04
18879,4/15/2018 15:45,,,8.4
18880,4/15/2018 16:00,,,7.74
18881,4/15/2018 16:15,,,6.35
18882,4/15/2018 16:30,,,5.64
18883,4/15/2018 16:45,,,3.28
18884,4/15/2018 17:00,,,1.03
18885,4/15/2018 17:15,,,2.31
18886,4/15/2018 17:30,,,1.78
18887,4/15/2018 17:45,,,1.43
18888,4/15/2018 18:00,0,0,0
18889,4/15/2018 18:15,0,0,0
18890,4/15/2018 18:30,0,0,0
18891,4/15/2018 18:45,0,0,0
18892,4/15/2018 19:00,0,0,0
18893,4/15/2018 19:15,0,0,0
18894,4/15/2018 19:30,0,0,0
18895,4/15/2018 19:45,0,0,0
18896,4/15/2018 20:00,0,0,0
18897,4/15/2018 20:15,0,0,0
18898,4/15/2018 20:30,0,0,0
18899,4/15/2018 20:45,0,0,0
18900,4/15/2018 21:00,0,0,0
18901,4/15/2018 21:15,0,0,0
18902,4/15/2018 21:30,0,0,0
18903,4/15/2018 21:45,0,0,0
18904,4/15/2018 22:00,0,0,0
18905,4/15/2018 22:15,0,0,0
18906,4/15/2018 22:30,0,0,0
18907,4/15/2018 22:45,0,0,0
18908,4/15/2018 23:00,0,0,0
18909,4/15/2018 23:15,0,0,0
18910,4/15/2018 23:30,0,0,0
18911,4/15/2018 23:45,0,0,0
18912,4/16/2018 0:00,0,0,0
18913,4/16/2018 0:15,0,0,0
18914,4/16/2018 0:30,0,0,0
18915,4/16/2018 0:45,0,0,0
18916,4/16/2018 1:00,0,0,0
18917,4/16/2018 1:15,0,0,0
18918,4/16/2018 1:30,0,0,0
18919,4/16/2018 1:45,0,0,0
18920,4/16/2018 2:00,0,0,0
18921,4/16/2018 2:15,0,0,0
18922,4/16/2018 2:30,0,0,0
18923,4/16/2018 2:45,0,0,0
18924,4/16/2018 3:00,0,0,0
18925,4/16/2018 3:15,0,0,0
18926,4/16/2018 3:30,0,0,0
18927,4/16/2018 3:45,0,0,0
18928,4/16/2018 4:00,0,0,0
18929,4/16/2018 4:15,0,0,0
18930,4/16/2018 4:30,0,0,0
18931,4/16/2018 4:45,0,0,0
18932,4/16/2018 5:00,0,0,0
18933,4/16/2018 5:15,0,0,0
18934,4/16/2018 5:30,0,0,0
18935,4/16/2018 5:45,0,0,0
18936,4/16/2018 6:00,,,0
18937,4/16/2018 6:15,,,0.07
18938,4/16/2018 6:30,,,0.45
18939,4/16/2018 6:45,,,0.97
18940,4/16/2018 7:00,,,1.43
18941,4/16/2018 7:15,,,2.41
18942,4/16/2018 7:30,,,3.22
18943,4/16/2018 7:45,,,4.21
18944,4/16/2018 8:00,,,5.36
18945,4/16/2018 8:15,,,5.92
18946,4/16/2018 8:30,,,7.39
18947,4/16/2018 8:45,,,8.05
18948,4/16/2018 9:00,,,8.74
18949,4/16/2018 9:15,,,9.66
18950,4/16/2018 9:30,,,10.56
18951,4/16/2018 9:45,,,11.46
18952,4/16/2018 10:00,,,12.23
18953,4/16/2018 10:15,,,12.89
18954,4/16/2018 10:30,,,13.53
18955,4/16/2018 10:45,,,13.77
18956,4/16/2018 11:00,,,14.03
18957,4/16/2018 11:15,,,14.6
18958,4/16/2018 11:30,,,14.62
18959,4/16/2018 11:45,,,14.81
18960,4/16/2018 12:00,,,14.77
18961,4/16/2018 12:15,,,14.65
18962,4/16/2018 12:30,,,14.47
18963,4/16/2018 12:45,,,14.59
18964,4/16/2018 13:00,,,14.12
18965,4/16/2018 13:15,,,13.6
18966,4/16/2018 13:30,,,13.26
18967,4/16/2018 13:45,,,12.79
18968,4/16/2018 14:00,,,12
18969,4/16/2018 14:15,,,12.79
18970,4/16/2018 14:30,,,11.13
18971,4/16/2018 14:45,,,7.85
18972,4/16/2018 15:00,,,12.19
18973,4/16/2018 15:15,,,11.05
18974,4/16/2018 15:30,,,8.83
18975,4/16/2018 15:45,,,8.41
18976,4/16/2018 16:00,,,7.94
18977,4/16/2018 16:15,,,6.38
18978,4/16/2018 16:30,,,2.76
18979,4/16/2018 16:45,,,2.8
18980,4/16/2018 17:00,,,1.97
18981,4/16/2018 17:15,,,2
18982,4/16/2018 17:30,,,1.78
18983,4/16/2018 17:45,,,1.13
18984,4/16/2018 18:00,0,0,0
18985,4/16/2018 18:15,0,0,0
18986,4/16/2018 18:30,0,0,0
18987,4/16/2018 18:45,0,0,0
18988,4/16/2018 19:00,0,0,0
18989,4/16/2018 19:15,0,0,0
18990,4/16/2018 19:30,0,0,0
18991,4/16/2018 19:45,0,0,0
18992,4/16/2018 20:00,0,0,0
18993,4/16/2018 20:15,0,0,0
18994,4/16/2018 20:30,0,0,0
18995,4/16/2018 20:45,0,0,0
18996,4/16/2018 21:00,0,0,0
18997,4/16/2018 21:15,0,0,0
18998,4/16/2018 21:30,0,0,0
18999,4/16/2018 21:45,0,0,0
19000,4/16/2018 22:00,0,0,0
19001,4/16/2018 22:15,0,0,0
19002,4/16/2018 22:30,0,0,0
19003,4/16/2018 22:45,0,0,0
19004,4/16/2018 23:00,0,0,0
19005,4/16/2018 23:15,0,0,0
19006,4/16/2018 23:30,0,0,0
19007,4/16/2018 23:45,0,0,0
19008,4/17/2018 0:00,0,0,0
19009,4/17/2018 0:15,0,0,0
19010,4/17/2018 0:30,0,0,0
19011,4/17/2018 0:45,0,0,0
19012,4/17/2018 1:00,0,0,0
19013,4/17/2018 1:15,0,0,0
19014,4/17/2018 1:30,0,0,0
19015,4/17/2018 1:45,0,0,0
19016,4/17/2018 2:00,0,0,0
19017,4/17/2018 2:15,0,0,0
19018,4/17/2018 2:30,0,0,0
19019,4/17/2018 2:45,0,0,0
19020,4/17/2018 3:00,0,0,0
19021,4/17/2018 3:15,0,0,0
19022,4/17/2018 3:30,0,0,0
19023,4/17/2018 3:45,0,0,0
19024,4/17/2018 4:00,0,0,0
19025,4/17/2018 4:15,0,0,0
19026,4/17/2018 4:30,0,0,0
19027,4/17/2018 4:45,0,0,0
19028,4/17/2018 5:00,0,0,0
19029,4/17/2018 5:15,0,0,0
19030,4/17/2018 5:30,0,0,0
19031,4/17/2018 5:45,0,0,0
19032,4/17/2018 6:00,,,0
19033,4/17/2018 6:15,,,0.17
19034,4/17/2018 6:30,,,0.53
19035,4/17/2018 6:45,,,0.98
19036,4/17/2018 7:00,,,1.56
19037,4/17/2018 7:15,,,2.27
19038,4/17/2018 7:30,,,3.12
19039,4/17/2018 7:45,,,4.22
19040,4/17/2018 8:00,,,4.57
19041,4/17/2018 8:15,,,6.48
19042,4/17/2018 8:30,,,7.52
19043,4/17/2018 8:45,,,8.56
19044,4/17/2018 9:00,,,9.55
19045,4/17/2018 9:15,,,10.46
19046,4/17/2018 9:30,,,11.33
19047,4/17/2018 9:45,,,12.08
19048,4/17/2018 10:00,,,12.74
19049,4/17/2018 10:15,,,13.33
19050,4/17/2018 10:30,,,13.92
19051,4/17/2018 10:45,,,14.33
19052,4/17/2018 11:00,,,14.68
19053,4/17/2018 11:15,,,15.04
19054,4/17/2018 11:30,,,15.22
19055,4/17/2018 11:45,,,15.27
19056,4/17/2018 12:00,,,15.31
19057,4/17/2018 12:15,,,15.49
19058,4/17/2018 12:30,,,14.6
19059,4/17/2018 12:45,,,13.88
19060,4/17/2018 13:00,,,14.48
19061,4/17/2018 13:15,,,8.68
19062,4/17/2018 13:30,,,14.58
19063,4/17/2018 13:45,,,7.82
19064,4/17/2018 14:00,,,11.81
19065,4/17/2018 14:15,,,9.43
19066,4/17/2018 14:30,,,9.74
19067,4/17/2018 14:45,,,11.17
19068,4/17/2018 15:00,,,8.39
19069,4/17/2018 15:15,,,11.44
19070,4/17/2018 15:30,,,10.51
19071,4/17/2018 15:45,,,9.59
19072,4/17/2018 16:00,,,8.18
19073,4/17/2018 16:15,,,7.77
19074,4/17/2018 16:30,,,6.34
19075,4/17/2018 16:45,,,5.55
19076,4/17/2018 17:00,,,4.16
19077,4/17/2018 17:15,,,2.92
19078,4/17/2018 17:30,,,2.12
19079,4/17/2018 17:45,,,1.45
19080,4/17/2018 18:00,0,0,0
19081,4/17/2018 18:15,0,0,0
19082,4/17/2018 18:30,0,0,0
19083,4/17/2018 18:45,0,0,0
19084,4/17/2018 19:00,0,0,0
19085,4/17/2018 19:15,0,0,0
19086,4/17/2018 19:30,0,0,0
19087,4/17/2018 19:45,0,0,0
19088,4/17/2018 20:00,0,0,0
19089,4/17/2018 20:15,0,0,0
19090,4/17/2018 20:30,0,0,0
19091,4/17/2018 20:45,0,0,0
19092,4/17/2018 21:00,0,0,0
19093,4/17/2018 21:15,0,0,0
19094,4/17/2018 21:30,0,0,0
19095,4/17/2018 21:45,0,0,0
19096,4/17/2018 22:00,0,0,0
19097,4/17/2018 22:15,0,0,0
19098,4/17/2018 22:30,0,0,0
19099,4/17/2018 22:45,0,0,0
19100,4/17/2018 23:00,0,0,0
19101,4/17/2018 23:15,0,0,0
19102,4/17/2018 23:30,0,0,0
19103,4/17/2018 23:45,0,0,0
19104,4/18/2018 0:00,0,0,0
19105,4/18/2018 0:15,0,0,0
19106,4/18/2018 0:30,0,0,0
19107,4/18/2018 0:45,0,0,0
19108,4/18/2018 1:00,0,0,0
19109,4/18/2018 1:15,0,0,0
19110,4/18/2018 1:30,0,0,0
19111,4/18/2018 1:45,0,0,0
19112,4/18/2018 2:00,0,0,0
19113,4/18/2018 2:15,0,0,0
19114,4/18/2018 2:30,0,0,0
19115,4/18/2018 2:45,0,0,0
19116,4/18/2018 3:00,0,0,0
19117,4/18/2018 3:15,0,0,0
19118,4/18/2018 3:30,0,0,0
19119,4/18/2018 3:45,0,0,0
19120,4/18/2018 4:00,0,0,0
19121,4/18/2018 4:15,0,0,0
19122,4/18/2018 4:30,0,0,0
19123,4/18/2018 4:45,0,0,0
19124,4/18/2018 5:00,0,0,0
19125,4/18/2018 5:15,0,0,0
19126,4/18/2018 5:30,0,0,0
19127,4/18/2018 5:45,0,0,0
19128,4/18/2018 6:00,,,0
19129,4/18/2018 6:15,,,0.24
19130,4/18/2018 6:30,,,0.62
19131,4/18/2018 6:45,,,1.13
19132,4/18/2018 7:00,,,1.76
19133,4/18/2018 7:15,,,2.58
19134,4/18/2018 7:30,,,3.49
19135,4/18/2018 7:45,,,4.46
19136,4/18/2018 8:00,,,5.46
19137,4/18/2018 8:15,,,6.53
19138,4/18/2018 8:30,,,7.55
19139,4/18/2018 8:45,,,8.55
19140,4/18/2018 9:00,,,9.4
19141,4/18/2018 9:15,,,10.29
19142,4/18/2018 9:30,,,11.03
19143,4/18/2018 9:45,,,11.87
19144,4/18/2018 10:00,,,12.59
19145,4/18/2018 10:15,,,13.2
19146,4/18/2018 10:30,,,13.77
19147,4/18/2018 10:45,,,14.23
19148,4/18/2018 11:00,,,14.69
19149,4/18/2018 11:15,,,15.1
19150,4/18/2018 11:30,,,15.42
19151,4/18/2018 11:45,,,15.66
19152,4/18/2018 12:00,,,15.67
19153,4/18/2018 12:15,,,15.84
19154,4/18/2018 12:30,,,15.83
19155,4/18/2018 12:45,,,15.77
19156,4/18/2018 13:00,,,15.61
19157,4/18/2018 13:15,,,15.17
19158,4/18/2018 13:30,,,15.06
19159,4/18/2018 13:45,,,14.86
19160,4/18/2018 14:00,,,14.48
19161,4/18/2018 14:15,,,13.8
19162,4/18/2018 14:30,,,13.02
19163,4/18/2018 14:45,,,12.35
19164,4/18/2018 15:00,,,11.81
19165,4/18/2018 15:15,,,10.67
19166,4/18/2018 15:30,,,9.9
19167,4/18/2018 15:45,,,8.97
19168,4/18/2018 16:00,,,7.81
19169,4/18/2018 16:15,,,6.98
19170,4/18/2018 16:30,,,5.87
19171,4/18/2018 16:45,,,4.72
19172,4/18/2018 17:00,,,3.81
19173,4/18/2018 17:15,,,2.98
19174,4/18/2018 17:30,,,2.19
19175,4/18/2018 17:45,,,1.51
19176,4/18/2018 18:00,0,0,0
19177,4/18/2018 18:15,0,0,0
19178,4/18/2018 18:30,0,0,0
19179,4/18/2018 18:45,0,0,0
19180,4/18/2018 19:00,0,0,0
19181,4/18/2018 19:15,0,0,0
19182,4/18/2018 19:30,0,0,0
19183,4/18/2018 19:45,0,0,0
19184,4/18/2018 20:00,0,0,0
19185,4/18/2018 20:15,0,0,0
19186,4/18/2018 20:30,0,0,0
19187,4/18/2018 20:45,0,0,0
19188,4/18/2018 21:00,0,0,0
19189,4/18/2018 21:15,0,0,0
19190,4/18/2018 21:30,0,0,0
19191,4/18/2018 21:45,0,0,0
19192,4/18/2018 22:00,0,0,0
19193,4/18/2018 22:15,0,0,0
19194,4/18/2018 22:30,0,0,0
19195,4/18/2018 22:45,0,0,0
19196,4/18/2018 23:00,0,0,0
19197,4/18/2018 23:15,0,0,0
19198,4/18/2018 23:30,0,0,0
19199,4/18/2018 23:45,0,0,0
19200,4/19/2018 0:00,0,0,0
19201,4/19/2018 0:15,0,0,0
19202,4/19/2018 0:30,0,0,0
19203,4/19/2018 0:45,0,0,0
19204,4/19/2018 1:00,0,0,0
19205,4/19/2018 1:15,0,0,0
19206,4/19/2018 1:30,0,0,0
19207,4/19/2018 1:45,0,0,0
19208,4/19/2018 2:00,0,0,0
19209,4/19/2018 2:15,0,0,0
19210,4/19/2018 2:30,0,0,0
19211,4/19/2018 2:45,0,0,0
19212,4/19/2018 3:00,0,0,0
19213,4/19/2018 3:15,0,0,0
19214,4/19/2018 3:30,0,0,0
19215,4/19/2018 3:45,0,0,0
19216,4/19/2018 4:00,0,0,0
19217,4/19/2018 4:15,0,0,0
19218,4/19/2018 4:30,0,0,0
19219,4/19/2018 4:45,0,0,0
19220,4/19/2018 5:00,0,0,0
19221,4/19/2018 5:15,0,0,0
19222,4/19/2018 5:30,0,0,0
19223,4/19/2018 5:45,0,0,0
19224,4/19/2018 6:00,,,0
19225,4/19/2018 6:15,,,0.2
19226,4/19/2018 6:30,,,0.57
19227,4/19/2018 6:45,,,1.05
19228,4/19/2018 7:00,,,1.62
19229,4/19/2018 7:15,,,2.32
19230,4/19/2018 7:30,,,3.2
19231,4/19/2018 7:45,,,4.1
19232,4/19/2018 8:00,,,5.09
19233,4/19/2018 8:15,,,6.15
19234,4/19/2018 8:30,,,7.13
19235,4/19/2018 8:45,,,7.95
19236,4/19/2018 9:00,,,8.96
19237,4/19/2018 9:15,,,9.85
19238,4/19/2018 9:30,,,10.67
19239,4/19/2018 9:45,,,11.56
19240,4/19/2018 10:00,,,12.16
19241,4/19/2018 10:15,,,12.85
19242,4/19/2018 10:30,,,13.44
19243,4/19/2018 10:45,,,13.86
19244,4/19/2018 11:00,,,14.31
19245,4/19/2018 11:15,,,14.59
19246,4/19/2018 11:30,,,14.89
19247,4/19/2018 11:45,,,15.24
19248,4/19/2018 12:00,,,15.26
19249,4/19/2018 12:15,,,15.45
19250,4/19/2018 12:30,,,15.19
19251,4/19/2018 12:45,,,14.99
19252,4/19/2018 13:00,,,15.35
19253,4/19/2018 13:15,,,11.19
19254,4/19/2018 13:30,,,13.53
19255,4/19/2018 13:45,,,13.69
19256,4/19/2018 14:00,,,14.9
19257,4/19/2018 14:15,,,14.72
19258,4/19/2018 14:30,,,8.81
19259,4/19/2018 14:45,,,11.31
19260,4/19/2018 15:00,,,12.51
19261,4/19/2018 15:15,,,9
19262,4/19/2018 15:30,,,6.22
19263,4/19/2018 15:45,,,6.73
19264,4/19/2018 16:00,,,5.55
19265,4/19/2018 16:15,,,6.36
19266,4/19/2018 16:30,,,5.28
19267,4/19/2018 16:45,,,4.09
19268,4/19/2018 17:00,,,3.08
19269,4/19/2018 17:15,,,1.4
19270,4/19/2018 17:30,,,2.06
19271,4/19/2018 17:45,,,1.48
19272,4/19/2018 18:00,0,0,0
19273,4/19/2018 18:15,0,0,0
19274,4/19/2018 18:30,0,0,0
19275,4/19/2018 18:45,0,0,0
19276,4/19/2018 19:00,0,0,0
19277,4/19/2018 19:15,0,0,0
19278,4/19/2018 19:30,0,0,0
19279,4/19/2018 19:45,0,0,0
19280,4/19/2018 20:00,0,0,0
19281,4/19/2018 20:15,0,0,0
19282,4/19/2018 20:30,0,0,0
19283,4/19/2018 20:45,0,0,0
19284,4/19/2018 21:00,0,0,0
19285,4/19/2018 21:15,0,0,0
19286,4/19/2018 21:30,0,0,0
19287,4/19/2018 21:45,0,0,0
19288,4/19/2018 22:00,0,0,0
19289,4/19/2018 22:15,0,0,0
19290,4/19/2018 22:30,0,0,0
19291,4/19/2018 22:45,0,0,0
19292,4/19/2018 23:00,0,0,0
19293,4/19/2018 23:15,0,0,0
19294,4/19/2018 23:30,0,0,0
19295,4/19/2018 23:45,0,0,0
19296,4/20/2018 0:00,0,0,0
19297,4/20/2018 0:15,0,0,0
19298,4/20/2018 0:30,0,0,0
19299,4/20/2018 0:45,0,0,0
19300,4/20/2018 1:00,0,0,0
19301,4/20/2018 1:15,0,0,0
19302,4/20/2018 1:30,0,0,0
19303,4/20/2018 1:45,0,0,0
19304,4/20/2018 2:00,0,0,0
19305,4/20/2018 2:15,0,0,0
19306,4/20/2018 2:30,0,0,0
19307,4/20/2018 2:45,0,0,0
19308,4/20/2018 3:00,0,0,0
19309,4/20/2018 3:15,0,0,0
19310,4/20/2018 3:30,0,0,0
19311,4/20/2018 3:45,0,0,0
19312,4/20/2018 4:00,0,0,0
19313,4/20/2018 4:15,0,0,0
19314,4/20/2018 4:30,0,0,0
19315,4/20/2018 4:45,0,0,0
19316,4/20/2018 5:00,0,0,0
19317,4/20/2018 5:15,0,0,0
19318,4/20/2018 5:30,0,0,0
19319,4/20/2018 5:45,0,0,0
19320,4/20/2018 6:00,,,0.01
19321,4/20/2018 6:15,,,0.29
19322,4/20/2018 6:30,,,0.52
19323,4/20/2018 6:45,,,0.98
19324,4/20/2018 7:00,,,1.68
19325,4/20/2018 7:15,,,2.32
19326,4/20/2018 7:30,,,3.04
19327,4/20/2018 7:45,,,4.05
19328,4/20/2018 8:00,,,5.11
19329,4/20/2018 8:15,,,6.19
19330,4/20/2018 8:30,,,7.16
19331,4/20/2018 8:45,,,8.3
19332,4/20/2018 9:00,,,9.45
19333,4/20/2018 9:15,,,10.26
19334,4/20/2018 9:30,,,11.17
19335,4/20/2018 9:45,,,11.91
19336,4/20/2018 10:00,,,12.51
19337,4/20/2018 10:15,,,13.22
19338,4/20/2018 10:30,,,13.97
19339,4/20/2018 10:45,,,14.46
19340,4/20/2018 11:00,,,14.83
19341,4/20/2018 11:15,,,14.94
19342,4/20/2018 11:30,,,14.82
19343,4/20/2018 11:45,,,14.41
19344,4/20/2018 12:00,,,14.09
19345,4/20/2018 12:15,,,11.29
19346,4/20/2018 12:30,,,9.66
19347,4/20/2018 12:45,,,9.84
19348,4/20/2018 13:00,,,3.34
19349,4/20/2018 13:15,,,6.48
19350,4/20/2018 13:30,,,4.83
19351,4/20/2018 13:45,,,0
19352,4/20/2018 14:00,,,0
19353,4/20/2018 14:15,,,0
19354,4/20/2018 14:30,,,0
19355,4/20/2018 14:45,,,9.91
19356,4/20/2018 15:00,,,9.08
19357,4/20/2018 15:15,,,9.1
19358,4/20/2018 15:30,,,8.76
19359,4/20/2018 15:45,,,9.24
19360,4/20/2018 16:00,,,8.24
19361,4/20/2018 16:15,,,5.89
19362,4/20/2018 16:30,,,4.94
19363,4/20/2018 16:45,,,4.48
19364,4/20/2018 17:00,,,3.43
19365,4/20/2018 17:15,,,2.51
19366,4/20/2018 17:30,,,1.65
19367,4/20/2018 17:45,,,1.12
19368,4/20/2018 18:00,0,0,0
19369,4/20/2018 18:15,0,0,0
19370,4/20/2018 18:30,0,0,0
19371,4/20/2018 18:45,0,0,0
19372,4/20/2018 19:00,0,0,0
19373,4/20/2018 19:15,0,0,0
19374,4/20/2018 19:30,0,0,0
19375,4/20/2018 19:45,0,0,0
19376,4/20/2018 20:00,0,0,0
19377,4/20/2018 20:15,0,0,0
19378,4/20/2018 20:30,0,0,0
19379,4/20/2018 20:45,0,0,0
19380,4/20/2018 21:00,0,0,0
19381,4/20/2018 21:15,0,0,0
19382,4/20/2018 21:30,0,0,0
19383,4/20/2018 21:45,0,0,0
19384,4/20/2018 22:00,0,0,0
19385,4/20/2018 22:15,0,0,0
19386,4/20/2018 22:30,0,0,0
19387,4/20/2018 22:45,0,0,0
19388,4/20/2018 23:00,0,0,0
19389,4/20/2018 23:15,0,0,0
19390,4/20/2018 23:30,0,0,0
19391,4/20/2018 23:45,0,0,0
19392,4/21/2018 0:00,0,0,0
19393,4/21/2018 0:15,0,0,0
19394,4/21/2018 0:30,0,0,0
19395,4/21/2018 0:45,0,0,0
19396,4/21/2018 1:00,0,0,0
19397,4/21/2018 1:15,0,0,0
19398,4/21/2018 1:30,0,0,0
19399,4/21/2018 1:45,0,0,0
19400,4/21/2018 2:00,0,0,0
19401,4/21/2018 2:15,0,0,0
19402,4/21/2018 2:30,0,0,0
19403,4/21/2018 2:45,0,0,0
19404,4/21/2018 3:00,0,0,0
19405,4/21/2018 3:15,0,0,0
19406,4/21/2018 3:30,0,0,0
19407,4/21/2018 3:45,0,0,0
19408,4/21/2018 4:00,0,0,0
19409,4/21/2018 4:15,0,0,0
19410,4/21/2018 4:30,0,0,0
19411,4/21/2018 4:45,0,0,0
19412,4/21/2018 5:00,0,0,0
19413,4/21/2018 5:15,0,0,0
19414,4/21/2018 5:30,0,0,0
19415,4/21/2018 5:45,0,0,0
19416,4/21/2018 6:00,,,0.02
19417,4/21/2018 6:15,,,0.3
19418,4/21/2018 6:30,,,0.71
19419,4/21/2018 6:45,,,1.27
19420,4/21/2018 7:00,,,2.05
19421,4/21/2018 7:15,,,1.98
19422,4/21/2018 7:30,,,3.91
19423,4/21/2018 7:45,,,5.14
19424,4/21/2018 8:00,,,6.23
19425,4/21/2018 8:15,,,7.28
19426,4/21/2018 8:30,,,8.23
19427,4/21/2018 8:45,,,9.23
19428,4/21/2018 9:00,,,10.16
19429,4/21/2018 9:15,,,11.17
19430,4/21/2018 9:30,,,11.99
19431,4/21/2018 9:45,,,12.73
19432,4/21/2018 10:00,,,13.42
19433,4/21/2018 10:15,,,13.94
19434,4/21/2018 10:30,,,14.39
19435,4/21/2018 10:45,,,14.93
19436,4/21/2018 11:00,,,15.09
19437,4/21/2018 11:15,,,15.43
19438,4/21/2018 11:30,,,16
19439,4/21/2018 11:45,,,15.97
19440,4/21/2018 12:00,,,16.33
19441,4/21/2018 12:15,,,16.2
19442,4/21/2018 12:30,,,16.55
19443,4/21/2018 12:45,,,16.54
19444,4/21/2018 13:00,,,16.31
19445,4/21/2018 13:15,,,15.83
19446,4/21/2018 13:30,,,15.7
19447,4/21/2018 13:45,,,15.41
19448,4/21/2018 14:00,,,14.94
19449,4/21/2018 14:15,,,14.55
19450,4/21/2018 14:30,,,13.96
19451,4/21/2018 14:45,,,13.28
19452,4/21/2018 15:00,,,12.44
19453,4/21/2018 15:15,,,11.79
19454,4/21/2018 15:30,,,10.92
19455,4/21/2018 15:45,,,10.06
19456,4/21/2018 16:00,,,8.95
19457,4/21/2018 16:15,,,7.98
19458,4/21/2018 16:30,,,6.84
19459,4/21/2018 16:45,,,5.79
19460,4/21/2018 17:00,,,4.71
19461,4/21/2018 17:15,,,3.56
19462,4/21/2018 17:30,,,2.59
19463,4/21/2018 17:45,,,1.77
19464,4/21/2018 18:00,0,0,0
19465,4/21/2018 18:15,0,0,0
19466,4/21/2018 18:30,0,0,0
19467,4/21/2018 18:45,0,0,0
19468,4/21/2018 19:00,0,0,0
19469,4/21/2018 19:15,0,0,0
19470,4/21/2018 19:30,0,0,0
19471,4/21/2018 19:45,0,0,0
19472,4/21/2018 20:00,0,0,0
19473,4/21/2018 20:15,0,0,0
19474,4/21/2018 20:30,0,0,0
19475,4/21/2018 20:45,0,0,0
19476,4/21/2018 21:00,0,0,0
19477,4/21/2018 21:15,0,0,0
19478,4/21/2018 21:30,0,0,0
19479,4/21/2018 21:45,0,0,0
19480,4/21/2018 22:00,0,0,0
19481,4/21/2018 22:15,0,0,0
19482,4/21/2018 22:30,0,0,0
19483,4/21/2018 22:45,0,0,0
19484,4/21/2018 23:00,0,0,0
19485,4/21/2018 23:15,0,0,0
19486,4/21/2018 23:30,0,0,0
19487,4/21/2018 23:45,0,0,0
19488,4/22/2018 0:00,0,0,0
19489,4/22/2018 0:15,0,0,0
19490,4/22/2018 0:30,0,0,0
19491,4/22/2018 0:45,0,0,0
19492,4/22/2018 1:00,0,0,0
19493,4/22/2018 1:15,0,0,0
19494,4/22/2018 1:30,0,0,0
19495,4/22/2018 1:45,0,0,0
19496,4/22/2018 2:00,0,0,0
19497,4/22/2018 2:15,0,0,0
19498,4/22/2018 2:30,0,0,0
19499,4/22/2018 2:45,0,0,0
19500,4/22/2018 3:00,0,0,0
19501,4/22/2018 3:15,0,0,0
19502,4/22/2018 3:30,0,0,0
19503,4/22/2018 3:45,0,0,0
19504,4/22/2018 4:00,0,0,0
19505,4/22/2018 4:15,0,0,0
19506,4/22/2018 4:30,0,0,0
19507,4/22/2018 4:45,0,0,0
19508,4/22/2018 5:00,0,0,0
19509,4/22/2018 5:15,0,0,0
19510,4/22/2018 5:30,0,0,0
19511,4/22/2018 5:45,0,0,0
19512,4/22/2018 6:00,,,0.06
19513,4/22/2018 6:15,,,0.34
19514,4/22/2018 6:30,,,0.73
19515,4/22/2018 6:45,,,1.27
19516,4/22/2018 7:00,,,1.99
19517,4/22/2018 7:15,,,3
19518,4/22/2018 7:30,,,4.1
19519,4/22/2018 7:45,,,5.27
19520,4/22/2018 8:00,,,6.48
19521,4/22/2018 8:15,,,7.64
19522,4/22/2018 8:30,,,8.75
19523,4/22/2018 8:45,,,9.89
19524,4/22/2018 9:00,,,10.91
19525,4/22/2018 9:15,,,11.96
19526,4/22/2018 9:30,,,12.84
19527,4/22/2018 9:45,,,13.65
19528,4/22/2018 10:00,,,14.29
19529,4/22/2018 10:15,,,14.94
19530,4/22/2018 10:30,,,15.52
19531,4/22/2018 10:45,,,16.03
19532,4/22/2018 11:00,,,16.28
19533,4/22/2018 11:15,,,16.63
19534,4/22/2018 11:30,,,16.82
19535,4/22/2018 11:45,,,16.93
19536,4/22/2018 12:00,,,17.01
19537,4/22/2018 12:15,,,17.12
19538,4/22/2018 12:30,,,16.92
19539,4/22/2018 12:45,,,16.82
19540,4/22/2018 13:00,,,16.7
19541,4/22/2018 13:15,,,16.39
19542,4/22/2018 13:30,,,16.13
19543,4/22/2018 13:45,,,15.62
19544,4/22/2018 14:00,,,15.52
19545,4/22/2018 14:15,,,14.88
